NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_63	PTPN1	5070	0.007349306717514992	0.26183265	No	
row_64	INPP5D	5219	-0.010149005800485611	0.24783447	No	
row_65	RHEB	5225	-0.010950461030006409	0.24747565	No	
row_66	PCK1	5243	-0.012719946913421154	0.24599203	No	
row_67	FBP1	5348	-0.025871403515338898	0.23635703	No	
row_68	PRKACB	5535	-0.053481701761484146	0.21920277	No	
row_69	CALM3	5624	-0.0658729076385498	0.21152313	No	
row_70	SOCS3	5644	-0.06841566413640976	0.2104479	No	
row_71	EIF4EBP1	5716	-0.08038099110126495	0.20454475	No	
row_72	TRIP10	5790	-0.0912695899605751	0.19856806	No	
row_73	INPP5K	6165	-0.14856058359146118	0.16451631	No	
row_74	CRKL	6212	-0.15531055629253387	0.16180207	No	
row_75	GYS2	6227	-0.15767185389995575	0.16216344	No	
row_76	MKNK2	6413	-0.19237981736660004	0.14659843	No	
row_77	PYGL	6451	-0.1987183392047882	0.14520894	No	
row_78	PPP1CA	6486	-0.2049563080072403	0.14417249	No	
row_79	PRKCI	6487	-0.20558562874794006	0.14638367	No	
row_80	PDE3A	6674	-0.24361088871955872	0.13127437	No	
row_81	PRKAR2A	6709	-0.25362974405288696	0.13076144	No	
row_82	CALM2	6818	-0.2738214433193207	0.12341201	No	
row_83	AKT1	7085	-0.3380134403705597	0.10169248	No	
row_84	ACACA	7127	-0.3496718406677246	0.1015453	No	
row_85	PIK3R5	7202	-0.36562711000442505	0.09842417	No	
row_86	PHKA2	7207	-0.3663800358772278	0.10198352	No	
row_87	PIK3CG	7246	-0.3744994103908539	0.10238933	No	
row_88	SORBS1	7260	-0.3780294954776764	0.1052161	No	
row_89	MAP2K1	7305	-0.38979828357696533	0.105214536	No	
row_90	TSC2	7414	-0.418729305267334	0.09942368	No	
row_91	BAD	7529	-0.45242005586624146	0.09342326	No	
row_92	LIPE	7722	-0.507940411567688	0.08058506	No	
row_93	RAF1	7749	-0.5148518681526184	0.08364428	No	
row_94	PTPRF	7875	-0.5504298806190491	0.077649504	No	
row_95	MAPK8	7878	-0.5514376163482666	0.0833899	No	
row_96	RPS6KB2	7920	-0.5641508102416992	0.08554956	No	
row_97	PIK3CB	7965	-0.5749068260192871	0.08753895	No	
row_98	PRKX	8253	-0.6726203560829163	0.0674166	No	
row_99	CALM1	8462	-0.7523584961891174	0.055682138	No	
row_100	PYGB	8585	-0.8017443418502808	0.052676354	No	
row_101	PRKACA	8700	-0.8605653047561646	0.051065784	No	
row_102	PRKAR2B	8818	-0.9157149195671082	0.049762417	No	
row_103	INSR	8879	-0.9416180849075317	0.054170888	No	
row_104	MAPK3	8947	-0.9786229133605957	0.058310125	No	
row_105	PIK3CD	8978	-0.9931628108024597	0.06613258	No	
row_106	PRKAG1	9392	-1.2302615642547607	0.03999769	No	
row_107	ACACB	9528	-1.3370883464813232	0.04151069	No	
row_108	EIF4E2	9899	-1.7263526916503906	0.024810303	No	
row_109	PRKAR1B	9942	-1.7907832860946655	0.0400678	No	
row_110	MKNK1	10127	-2.1061294078826904	0.045181613	No	
