NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	Details ...	102	0.51180744	1.7615938	0.0	0.009626894	0.101	2223	tags=41%, list=21%, signal=52%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	Details ...	182	0.4685009	1.7262948	0.0	0.01509777	0.172	2223	tags=36%, list=21%, signal=45%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	69	0.5158692	1.7003549	0.0	0.019686718	0.241	1827	tags=29%, list=17%, signal=35%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	63	0.5340784	1.6940435	0.0015267176	0.01939815	0.254	2221	tags=40%, list=21%, signal=50%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER	Details ...	44	0.5655405	1.6896305	0.0015673981	0.019153861	0.264	1342	tags=25%, list=13%, signal=29%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	Details ...	71	0.5119231	1.6776528	0.0014771048	0.020616712	0.297	2284	tags=37%, list=22%, signal=46%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY	Details ...	43	0.5460398	1.6592187	0.0	0.024718586	0.358	1458	tags=30%, list=14%, signal=35%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	Details ...	91	0.49444795	1.6543778	0.0	0.024628514	0.375	2284	tags=35%, list=22%, signal=44%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	Details ...	77	0.5033406	1.6413354	0.001490313	0.026624918	0.406	1883	tags=31%, list=18%, signal=38%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY	Details ...	111	0.4723448	1.6343532	0.0014064697	0.027189858	0.429	2700	tags=39%, list=25%, signal=51%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		62	0.5025176	1.6118054	0.004398827	0.03307548	0.514	2949	tags=42%, list=28%, signal=58%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION		30	0.5740505	1.6011599	0.013266998	0.03563181	0.564	2186	tags=43%, list=21%, signal=54%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		18	0.6364908	1.5587645	0.011647254	0.053198133	0.721	1714	tags=50%, list=16%, signal=60%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		50	0.51470405	1.5566316	0.011006289	0.05228537	0.735	2221	tags=36%, list=21%, signal=45%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		48	0.5068042	1.5415914	0.01724138	0.058523294	0.781	1342	tags=29%, list=13%, signal=33%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY		114	0.43864733	1.5180987	0.0028328612	0.06957993	0.846	2179	tags=32%, list=21%, signal=39%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		48	0.49357954	1.5162956	0.016566265	0.06798545	0.854	2423	tags=38%, list=23%, signal=48%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		57	0.4822113	1.4953171	0.015197569	0.07920125	0.902	2223	tags=32%, list=21%, signal=40%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		57	0.47564423	1.4932319	0.017569546	0.078135304	0.909	1342	tags=23%, list=13%, signal=26%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		63	0.46598804	1.4793571	0.020926757	0.08537094	0.93	1754	tags=33%, list=17%, signal=40%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		30	0.5302771	1.4772792	0.030063292	0.08416901	0.931	1304	tags=23%, list=12%, signal=27%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		50	0.48240507	1.4654126	0.029595016	0.09014389	0.95	3243	tags=50%, list=31%, signal=72%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		63	0.44769883	1.4364516	0.037790697	0.11032736	0.977	2114	tags=32%, list=20%, signal=39%	
KEGG_GLIOMA	KEGG_GLIOMA		54	0.46019807	1.4281801	0.038632985	0.11518982	0.981	2163	tags=35%, list=20%, signal=44%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		136	0.39283308	1.4091487	0.013020833	0.1309143	0.993	1565	tags=20%, list=15%, signal=23%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		70	0.4304935	1.3949076	0.039039038	0.14061548	0.995	2453	tags=36%, list=23%, signal=46%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		146	0.3839275	1.3715465	0.025920874	0.16053599	0.997	2117	tags=28%, list=20%, signal=35%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		93	0.40099978	1.3671885	0.024285715	0.1612109	0.997	1221	tags=20%, list=12%, signal=23%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		78	0.41459677	1.3617947	0.04040404	0.16311596	0.998	1351	tags=22%, list=13%, signal=25%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		31	0.48265705	1.3483562	0.0896	0.17499287	0.999	3164	tags=52%, list=30%, signal=73%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		28	0.48448542	1.3348424	0.11631664	0.1861164	1.0	2437	tags=29%, list=23%, signal=37%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		33	0.45543158	1.2942742	0.13071896	0.23714894	1.0	1492	tags=30%, list=14%, signal=35%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		145	0.36470324	1.2910521	0.067729086	0.23676708	1.0	2085	tags=25%, list=20%, signal=30%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		24	0.47695538	1.2533362	0.15064102	0.29164115	1.0	1724	tags=21%, list=16%, signal=25%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		22	0.46642545	1.2360772	0.19381107	0.3159158	1.0	2700	tags=36%, list=25%, signal=49%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		47	0.40556765	1.2260696	0.17602427	0.3255344	1.0	1896	tags=32%, list=18%, signal=39%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		24	0.45726457	1.2208184	0.20263591	0.32852095	1.0	2759	tags=38%, list=26%, signal=51%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		61	0.38391963	1.204942	0.17011835	0.3513255	1.0	1542	tags=23%, list=15%, signal=27%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		44	0.3967835	1.1878356	0.19911504	0.3769595	1.0	2700	tags=34%, list=25%, signal=46%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION		79	0.3586126	1.1719307	0.1898017	0.4000805	1.0	1883	tags=22%, list=18%, signal=26%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		68	0.36108753	1.1688524	0.18804665	0.3982502	1.0	1492	tags=18%, list=14%, signal=20%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		62	0.3675629	1.1658646	0.21823618	0.39670452	1.0	1256	tags=23%, list=12%, signal=25%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		17	0.4630647	1.1483421	0.27045074	0.4237169	1.0	1269	tags=29%, list=12%, signal=33%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		15	0.47198638	1.1342591	0.2990991	0.44555423	1.0	874	tags=13%, list=8%, signal=15%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		78	0.3439396	1.1293323	0.24525547	0.44786873	1.0	1723	tags=23%, list=16%, signal=27%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		56	0.36008677	1.1150924	0.2850877	0.46904582	1.0	2237	tags=27%, list=21%, signal=34%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		45	0.35333297	1.0686626	0.3362963	0.5658749	1.0	2110	tags=24%, list=20%, signal=30%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		113	0.30262408	1.0526738	0.36595175	0.5940148	1.0	1745	tags=19%, list=16%, signal=22%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		39	0.3621936	1.0498751	0.37380192	0.58991104	1.0	1785	tags=31%, list=17%, signal=37%	
KEGG_MELANOMA	KEGG_MELANOMA		47	0.3386499	1.0106817	0.43558282	0.6765114	1.0	2116	tags=30%, list=20%, signal=37%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		38	0.34088925	1.0001514	0.46293247	0.69126755	1.0	4141	tags=50%, list=39%, signal=82%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		21	0.3854998	0.9935289	0.47508305	0.69656676	1.0	2700	tags=48%, list=25%, signal=64%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		25	0.3726202	0.99035496	0.46700507	0.6930118	1.0	2545	tags=36%, list=24%, signal=47%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		41	0.33407483	0.9870737	0.46522412	0.6903541	1.0	2223	tags=27%, list=21%, signal=34%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		24	0.3651074	0.97137535	0.5008518	0.7189525	1.0	2256	tags=25%, list=21%, signal=32%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		114	0.27718458	0.9587034	0.53536755	0.73920536	1.0	940	tags=9%, list=9%, signal=10%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		86	0.28090128	0.94348735	0.575	0.76577336	1.0	1796	tags=17%, list=17%, signal=21%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		53	0.2947342	0.9146147	0.6257485	0.82455516	1.0	2605	tags=28%, list=25%, signal=37%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		53	0.29228652	0.88748306	0.6661654	0.87723106	1.0	2946	tags=36%, list=28%, signal=49%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		60	0.27566615	0.8694515	0.71214396	0.9081896	1.0	1754	tags=22%, list=17%, signal=26%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		39	0.29555637	0.86483896	0.6709265	0.90572643	1.0	2735	tags=26%, list=26%, signal=34%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		72	0.26269662	0.8557017	0.7478006	0.91494375	1.0	1256	tags=11%, list=12%, signal=13%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		54	0.27714226	0.85551447	0.71385086	0.90287435	1.0	1033	tags=15%, list=10%, signal=16%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		32	0.29944792	0.84239066	0.7264	0.9189785	1.0	1385	tags=19%, list=13%, signal=22%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		55	0.26747206	0.8406197	0.7537994	0.91042566	1.0	1127	tags=15%, list=11%, signal=16%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		35	0.29068986	0.81987065	0.78369904	0.9407366	1.0	666	tags=9%, list=6%, signal=9%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		24	0.30816576	0.8195919	0.7207358	0.9290731	1.0	2545	tags=38%, list=24%, signal=49%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		44	0.2602087	0.78487325	0.8147014	0.98045605	1.0	1492	tags=20%, list=14%, signal=24%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		16	0.31636006	0.75791585	0.80463576	1.0	1.0	2177	tags=38%, list=21%, signal=47%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		21	0.28548336	0.74103236	0.8363636	1.0	1.0	1548	tags=10%, list=15%, signal=11%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		21	0.280662	0.718676	0.8700658	1.0	1.0	613	tags=10%, list=6%, signal=10%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		34	0.2528326	0.7174113	0.89889413	1.0	1.0	1655	tags=15%, list=16%, signal=17%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		15	0.28920576	0.6832387	0.8787879	1.0	1.0	2171	tags=27%, list=20%, signal=33%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		29	0.22819296	0.633452	0.9389067	1.0	1.0	2574	tags=24%, list=24%, signal=32%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		15	0.26779732	0.63253075	0.943299	1.0	1.0	3101	tags=40%, list=29%, signal=56%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		85	0.17597604	0.5853026	1.0	1.0	1.0	2284	tags=20%, list=22%, signal=25%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		41	0.18985817	0.5663226	0.9968701	1.0	1.0	41	tags=2%, list=0%, signal=2%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		19	0.22268923	0.5611825	0.97364086	1.0	1.0	2173	tags=21%, list=20%, signal=26%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		30	0.17885922	0.4946207	0.9951846	1.0	1.0	277	tags=3%, list=3%, signal=3%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		17	0.19666216	0.48765382	0.991274	1.0	1.0	630	tags=6%, list=6%, signal=6%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		50	0.14883979	0.45635316	1.0	1.0	1.0	2574	tags=18%, list=24%, signal=24%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		36	0.14294556	0.41184258	1.0	0.9997011	1.0	3012	tags=25%, list=28%, signal=35%	
