NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		57	-0.21231571	-0.7235672	0.9470339	1.0	1.0	2505	tags=21%, list=24%, signal=27%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		24	-0.24940808	-0.7107156	0.88912135	1.0	1.0	631	tags=8%, list=6%, signal=9%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		35	-0.23099416	-0.6958026	0.9227468	1.0	1.0	1070	tags=11%, list=10%, signal=13%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		36	-0.22651204	-0.6828994	0.92045456	1.0	1.0	717	tags=8%, list=7%, signal=9%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE		108	-0.17382888	-0.6508866	0.99763596	1.0	1.0	3317	tags=42%, list=31%, signal=60%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		21	-0.23476249	-0.64889294	0.9612069	1.0	1.0	605	tags=10%, list=6%, signal=10%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		30	-0.21558963	-0.64094484	0.95454544	1.0	1.0	2193	tags=27%, list=21%, signal=34%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		21	-0.23164864	-0.6268968	0.9457701	1.0	1.0	1064	tags=14%, list=10%, signal=16%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		85	-0.166321	-0.6012152	0.99764705	1.0	1.0	2514	tags=25%, list=24%, signal=32%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		19	-0.21851246	-0.57934517	0.985138	1.0	1.0	1414	tags=11%, list=13%, signal=12%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		39	-0.17589031	-0.5502007	0.9977064	0.992334	1.0	1627	tags=10%, list=15%, signal=12%	
