NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		53	-0.19319978	-0.6415741	0.9942857	1.0	1.0	2280	tags=26%, list=22%, signal=33%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		85	-0.18178828	-0.6397253	1.0	1.0	1.0	2350	tags=27%, list=22%, signal=34%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		23	-0.22982743	-0.62561315	0.94089836	1.0	1.0	877	tags=9%, list=8%, signal=9%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		35	-0.20512284	-0.6040293	0.98477155	1.0	1.0	3101	tags=31%, list=29%, signal=44%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		17	-0.23545355	-0.5967363	0.974359	1.0	1.0	813	tags=12%, list=8%, signal=13%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		101	-0.16301519	-0.59000313	1.0	1.0	1.0	3805	tags=31%, list=36%, signal=47%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		30	-0.1969025	-0.57460856	0.99012345	1.0	1.0	3260	tags=30%, list=31%, signal=43%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		21	-0.21338516	-0.56839824	0.9652778	1.0	1.0	1336	tags=14%, list=13%, signal=16%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		70	-0.15917508	-0.5501305	1.0	1.0	1.0	3799	tags=27%, list=36%, signal=42%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		22	-0.18827976	-0.5177622	0.9927361	1.0	1.0	8611	tags=100%, list=81%, signal=531%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		57	-0.14125805	-0.46967623	1.0	0.99863416	1.0	3801	tags=33%, list=36%, signal=52%	
