NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM	Details ...	82	0.39030823	1.3971819	0.034755133	0.23052797	0.99	1012	tags=20%, list=10%, signal=21%	
KEGG_PROTEASOME	KEGG_PROTEASOME	Details ...	37	0.4310178	1.3298664	0.10887772	0.34574884	1.0	2143	tags=43%, list=20%, signal=54%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	Details ...	85	0.3683029	1.3213851	0.062193125	0.34489307	1.0	1855	tags=29%, list=17%, signal=35%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		54	0.3900037	1.2983632	0.095	0.37954083	1.0	2438	tags=37%, list=23%, signal=48%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		101	0.3521191	1.2938479	0.07098766	0.37139156	1.0	3373	tags=52%, list=32%, signal=76%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		113	0.33419314	1.2501796	0.10387597	0.459191	1.0	2251	tags=31%, list=21%, signal=39%	
KEGG_PEROXISOME	KEGG_PEROXISOME		66	0.36030275	1.2302026	0.14630225	0.49075937	1.0	2299	tags=30%, list=22%, signal=38%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		15	0.4852756	1.2095689	0.2345679	0.5266853	1.0	2482	tags=67%, list=23%, signal=87%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		24	0.43496153	1.2014587	0.22965641	0.527762	1.0	2992	tags=46%, list=28%, signal=64%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		47	0.36154962	1.166552	0.23294508	0.60680413	1.0	1311	tags=23%, list=12%, signal=27%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		43	0.35881907	1.1416911	0.28407225	0.65925753	1.0	3504	tags=42%, list=33%, signal=62%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		30	0.38472927	1.1403457	0.28620103	0.6399789	1.0	2572	tags=37%, list=24%, signal=48%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		31	0.37970576	1.1193371	0.30217028	0.6816394	1.0	2456	tags=29%, list=23%, signal=38%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		18	0.42077827	1.1075404	0.30968857	0.69582665	1.0	2330	tags=44%, list=22%, signal=57%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		22	0.4052322	1.1012788	0.31881532	0.6932674	1.0	3250	tags=50%, list=31%, signal=72%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		18	0.41489762	1.0938151	0.3442029	0.69489086	1.0	640	tags=11%, list=6%, signal=12%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		26	0.37515026	1.0899411	0.32711864	0.68587345	1.0	3267	tags=46%, list=31%, signal=67%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		36	0.34149048	1.0539234	0.37279153	0.7747783	1.0	1900	tags=31%, list=18%, signal=37%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		126	0.26125288	0.98486406	0.50708663	0.9746707	1.0	2339	tags=27%, list=22%, signal=34%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		24	0.35314453	0.98184806	0.4982699	0.9592701	1.0	1434	tags=17%, list=14%, signal=19%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		56	0.28933343	0.96239716	0.51623374	0.9984746	1.0	2050	tags=30%, list=19%, signal=37%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		32	0.32594037	0.9609007	0.5296167	0.9775459	1.0	814	tags=13%, list=8%, signal=13%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		16	0.38280898	0.9600522	0.518851	0.95591706	1.0	1879	tags=19%, list=18%, signal=23%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		15	0.36928597	0.9274155	0.57271093	1.0	1.0	2857	tags=40%, list=27%, signal=55%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		26	0.3169556	0.9116455	0.5968586	1.0	1.0	1868	tags=27%, list=18%, signal=33%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		21	0.3305159	0.8954747	0.6198198	1.0	1.0	3440	tags=33%, list=32%, signal=49%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		25	0.31144345	0.8939734	0.6076159	1.0	1.0	564	tags=8%, list=5%, signal=8%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		39	0.28624254	0.89097923	0.6570946	1.0	1.0	2945	tags=33%, list=28%, signal=46%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		146	0.23222081	0.8905665	0.7201166	1.0	1.0	1033	tags=11%, list=10%, signal=12%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		26	0.3076985	0.87855566	0.66610456	1.0	1.0	1886	tags=35%, list=18%, signal=42%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		72	0.24928191	0.8713154	0.7083333	1.0	1.0	1876	tags=21%, list=18%, signal=25%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		23	0.3101911	0.85087967	0.6921739	1.0	1.0	2641	tags=35%, list=25%, signal=46%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		35	0.2808855	0.8464216	0.70962197	1.0	1.0	861	tags=17%, list=8%, signal=19%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		53	0.24969564	0.82913727	0.7635135	1.0	1.0	2306	tags=23%, list=22%, signal=29%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		53	0.25333345	0.8261421	0.78428096	1.0	1.0	175	tags=6%, list=2%, signal=6%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		26	0.285262	0.8134528	0.7706093	1.0	1.0	1081	tags=15%, list=10%, signal=17%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		44	0.25410348	0.8024292	0.7989324	1.0	1.0	1807	tags=18%, list=17%, signal=22%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		21	0.29590073	0.7948117	0.75778544	1.0	1.0	3551	tags=48%, list=33%, signal=71%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		32	0.26559255	0.793393	0.77597404	1.0	1.0	1457	tags=19%, list=14%, signal=22%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		22	0.2866578	0.7873221	0.7881356	1.0	1.0	2572	tags=27%, list=24%, signal=36%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		68	0.22608034	0.78712606	0.86934674	1.0	1.0	2306	tags=24%, list=22%, signal=30%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		17	0.29505438	0.76154226	0.7950089	1.0	1.0	2629	tags=35%, list=25%, signal=47%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		17	0.28995192	0.75312597	0.8271605	1.0	1.0	2629	tags=41%, list=25%, signal=55%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		16	0.28915206	0.74382037	0.83768654	1.0	1.0	1967	tags=25%, list=19%, signal=31%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		55	0.2195643	0.7425998	0.9	1.0	1.0	519	tags=9%, list=5%, signal=10%	
KEGG_MELANOMA	KEGG_MELANOMA		47	0.22814909	0.7365481	0.8921739	1.0	1.0	1406	tags=15%, list=13%, signal=17%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		77	0.20168245	0.70828956	0.9632107	1.0	1.0	1558	tags=13%, list=15%, signal=15%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		34	0.2363706	0.7063723	0.9078727	1.0	1.0	661	tags=9%, list=6%, signal=9%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		25	0.239818	0.6848778	0.90718037	1.0	1.0	2716	tags=32%, list=26%, signal=43%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		17	0.2618294	0.67256755	0.9052632	1.0	1.0	136	tags=6%, list=1%, signal=6%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		17	0.252093	0.667716	0.9182609	1.0	1.0	1489	tags=18%, list=14%, signal=20%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		25	0.23553962	0.6617166	0.93542755	1.0	1.0	3722	tags=44%, list=35%, signal=68%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA		60	0.19171104	0.6483731	0.9766277	1.0	1.0	885	tags=8%, list=8%, signal=9%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		36	0.1936033	0.6030983	0.97565216	1.0	1.0	357	tags=6%, list=3%, signal=6%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		28	0.19811505	0.5814214	0.9832215	1.0	1.0	2572	tags=25%, list=24%, signal=33%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		48	0.17509703	0.5742411	0.9982877	0.9878514	1.0	2414	tags=19%, list=23%, signal=24%	
