NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Details ...	60	0.47270027	1.6450738	0.009708738	0.0529572	0.433	1734	tags=32%, list=16%, signal=38%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	Details ...	33	0.5238493	1.6305687	0.0067340066	0.056921594	0.491	2069	tags=42%, list=20%, signal=53%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	69	0.45644784	1.6298488	0.0065681445	0.05285044	0.493	3133	tags=49%, list=30%, signal=69%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	Details ...	77	0.44906268	1.6224257	0.0032894737	0.053374223	0.527	1796	tags=31%, list=17%, signal=37%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION	Details ...	18	0.60994923	1.6115975	0.011844331	0.05451844	0.558	2995	tags=67%, list=28%, signal=93%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	Details ...	114	0.4198349	1.6093721	0.0	0.05304897	0.567	3071	tags=46%, list=29%, signal=65%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	81	0.4379936	1.6049153	0.0015923567	0.05241221	0.582	2994	tags=43%, list=28%, signal=60%	
KEGG_MELANOGENESIS	KEGG_MELANOGENESIS	Details ...	60	0.45732272	1.6041353	0.006259781	0.049999047	0.587	2665	tags=42%, list=25%, signal=55%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	79	0.43692687	1.5846024	0.0049423394	0.056420565	0.656	3076	tags=47%, list=29%, signal=65%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA	Details ...	60	0.4558895	1.5787697	0.006546645	0.05624426	0.679	2384	tags=45%, list=22%, signal=58%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		48	0.48052168	1.5524518	0.01633987	0.06894655	0.761	2937	tags=50%, list=28%, signal=69%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS		63	0.44297093	1.5456153	0.005226481	0.070871755	0.787	2428	tags=44%, list=23%, signal=57%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		62	0.44629666	1.5369471	0.0050675673	0.07283041	0.805	2141	tags=35%, list=20%, signal=44%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		93	0.4142458	1.5288806	0.00792393	0.07446227	0.829	2701	tags=41%, list=25%, signal=54%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		50	0.46035013	1.526519	0.014610389	0.07318243	0.84	3715	tags=60%, list=35%, signal=92%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		48	0.45982254	1.5199425	0.012323944	0.07409079	0.855	1967	tags=35%, list=19%, signal=43%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		63	0.43237185	1.506801	0.01300813	0.07926644	0.872	1757	tags=29%, list=17%, signal=34%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		43	0.46823937	1.5027765	0.03322259	0.07880977	0.881	3863	tags=58%, list=36%, signal=91%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		25	0.50705355	1.487995	0.03130435	0.08606315	0.913	2780	tags=44%, list=26%, signal=59%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY		91	0.39714888	1.4637991	0.015432099	0.10033325	0.939	1818	tags=32%, list=17%, signal=38%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		102	0.38802963	1.4576634	0.0125	0.101080105	0.95	2431	tags=37%, list=23%, signal=48%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		44	0.4428865	1.445341	0.04347826	0.10862653	0.963	1306	tags=25%, list=12%, signal=28%	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		63	0.41016832	1.4394562	0.025396826	0.10998074	0.965	3180	tags=56%, list=30%, signal=79%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		57	0.4172177	1.4368595	0.025167786	0.109065056	0.967	2384	tags=37%, list=22%, signal=47%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		71	0.3948417	1.4108934	0.027823241	0.12719506	0.984	3156	tags=44%, list=30%, signal=62%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		61	0.38880596	1.3592043	0.07296849	0.17871374	0.999	2435	tags=36%, list=23%, signal=47%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		78	0.3682116	1.3393743	0.05448718	0.19810171	1.0	1650	tags=27%, list=16%, signal=32%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		21	0.4754204	1.3248787	0.114982575	0.2112877	1.0	2442	tags=38%, list=23%, signal=49%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		145	0.33641577	1.3240398	0.03652968	0.20694749	1.0	2512	tags=30%, list=24%, signal=39%	
KEGG_MELANOMA	KEGG_MELANOMA		47	0.40178496	1.3223879	0.07903226	0.2042715	1.0	3131	tags=49%, list=30%, signal=69%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		44	0.3915231	1.2998655	0.10067114	0.2298682	1.0	3131	tags=43%, list=30%, signal=61%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		146	0.32607934	1.2970788	0.047393367	0.22807238	1.0	3035	tags=39%, list=29%, signal=54%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		16	0.51369494	1.2934694	0.1521739	0.22790344	1.0	2082	tags=50%, list=20%, signal=62%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		50	0.3863746	1.2858493	0.12542373	0.2323848	1.0	2305	tags=36%, list=22%, signal=46%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		31	0.4126687	1.264484	0.15357766	0.25695696	1.0	2611	tags=45%, list=25%, signal=60%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		53	0.3655657	1.240243	0.1362862	0.28973886	1.0	2391	tags=36%, list=23%, signal=46%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		57	0.36141413	1.2385161	0.13930348	0.2863711	1.0	2384	tags=30%, list=22%, signal=38%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		53	0.36623397	1.2350646	0.15294118	0.28557235	1.0	2780	tags=38%, list=26%, signal=51%	
KEGG_INOSITOL_PHOSPHATE_METABOLISM	KEGG_INOSITOL_PHOSPHATE_METABOLISM		48	0.36723065	1.234774	0.14922813	0.28030676	1.0	2930	tags=50%, list=28%, signal=69%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		78	0.3398983	1.2293167	0.13021703	0.28282383	1.0	2410	tags=32%, list=23%, signal=41%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		24	0.41528264	1.2129508	0.20871143	0.30207318	1.0	2072	tags=38%, list=20%, signal=47%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		70	0.34069133	1.2127798	0.16013628	0.29648718	1.0	2957	tags=36%, list=28%, signal=49%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		100	0.32170814	1.2114973	0.124797404	0.29290318	1.0	2409	tags=30%, list=23%, signal=38%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		22	0.42195392	1.1935608	0.21731448	0.31523755	1.0	2200	tags=41%, list=21%, signal=52%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		63	0.3385285	1.1776992	0.18791947	0.33500022	1.0	2695	tags=32%, list=25%, signal=42%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION		58	0.33621353	1.1609572	0.20860927	0.3585531	1.0	2512	tags=31%, list=24%, signal=40%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		36	0.3638562	1.1506369	0.24347825	0.3708177	1.0	1058	tags=19%, list=10%, signal=22%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		29	0.3749205	1.1381527	0.26194692	0.38709784	1.0	2470	tags=34%, list=23%, signal=45%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		15	0.45345545	1.1301775	0.28241563	0.39540595	1.0	3415	tags=53%, list=32%, signal=79%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		28	0.37088168	1.1300751	0.27797204	0.38900685	1.0	2624	tags=29%, list=25%, signal=38%	
KEGG_GLIOMA	KEGG_GLIOMA		54	0.3313177	1.1202526	0.2721202	0.40057072	1.0	2384	tags=30%, list=22%, signal=38%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		60	0.31884524	1.0935873	0.30449826	0.44449955	1.0	1788	tags=27%, list=17%, signal=32%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION		30	0.3595912	1.0930417	0.329806	0.43853915	1.0	2435	tags=30%, list=23%, signal=39%	
KEGG_LYSOSOME	KEGG_LYSOSOME		102	0.27590346	1.0475676	0.35877863	0.52389055	1.0	1688	tags=22%, list=16%, signal=25%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		47	0.31382582	1.0474961	0.39175257	0.5159756	1.0	700	tags=17%, list=7%, signal=18%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		24	0.35473824	1.0210264	0.42881945	0.5652085	1.0	0	tags=4%, list=0%, signal=4%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		32	0.3189745	0.97918653	0.48056537	0.652362	1.0	1967	tags=25%, list=19%, signal=31%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		72	0.27401423	0.97736967	0.4762684	0.6469648	1.0	2957	tags=32%, list=28%, signal=44%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		36	0.30709094	0.9699979	0.49741825	0.65407276	1.0	180	tags=8%, list=2%, signal=8%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		86	0.25548974	0.93556154	0.61227787	0.72407544	1.0	2461	tags=29%, list=23%, signal=38%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		26	0.30964568	0.9207841	0.5803109	0.74862665	1.0	2119	tags=23%, list=20%, signal=29%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		17	0.35342893	0.9147882	0.57345134	0.7514177	1.0	1977	tags=29%, list=19%, signal=36%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		35	0.29451606	0.91102684	0.5969125	0.7493557	1.0	991	tags=14%, list=9%, signal=16%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		26	0.29361737	0.8544307	0.6871795	0.8654961	1.0	2801	tags=35%, list=26%, signal=47%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		45	0.2539215	0.8361874	0.75689656	0.89211446	1.0	2555	tags=27%, list=24%, signal=35%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		113	0.2161742	0.83254445	0.82306474	0.8877518	1.0	2398	tags=24%, list=23%, signal=31%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		41	0.24483529	0.78517705	0.8300181	0.964136	1.0	2744	tags=32%, list=26%, signal=43%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		28	0.25522932	0.77502143	0.81164384	0.96830934	1.0	2806	tags=32%, list=26%, signal=44%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		31	0.25605163	0.76970595	0.8224956	0.9643342	1.0	1505	tags=19%, list=14%, signal=22%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		35	0.2435786	0.76071984	0.8700361	0.96489996	1.0	1889	tags=20%, list=18%, signal=24%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		57	0.21536076	0.73098797	0.9286872	0.99147373	1.0	2665	tags=32%, list=25%, signal=42%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		44	0.22461587	0.728444	0.90542907	0.98221517	1.0	2305	tags=25%, list=22%, signal=32%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		30	0.23491381	0.7173004	0.88299817	0.98267287	1.0	2989	tags=43%, list=28%, signal=60%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		21	0.23729427	0.65961	0.92142856	1.0	1.0	2707	tags=24%, list=26%, signal=32%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		24	0.22816871	0.6508699	0.94789916	1.0	1.0	1234	tags=13%, list=12%, signal=14%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		34	0.20570868	0.6361976	0.973913	1.0	1.0	3307	tags=41%, list=31%, signal=60%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		39	0.19880575	0.6320271	0.96637166	0.9946632	1.0	2471	tags=26%, list=23%, signal=33%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		17	0.20157588	0.5279378	0.98188406	1.0	1.0	2707	tags=29%, list=26%, signal=39%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		19	0.17199723	0.47706047	0.9965096	0.99827737	1.0	1870	tags=16%, list=18%, signal=19%	
