NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	30	0.5347146	1.51618	0.031936128	0.18246411	0.856	830	tags=23%, list=8%, signal=25%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	Details ...	30	0.5252604	1.5029134	0.044036698	0.1871643	0.879	802	tags=27%, list=8%, signal=29%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	Details ...	68	0.4398762	1.4778677	0.016483517	0.2114856	0.925	2156	tags=31%, list=20%, signal=39%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE	Details ...	27	0.4682664	1.3207395	0.11818182	0.59083146	0.999	1839	tags=30%, list=17%, signal=36%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA	Details ...	60	0.40276605	1.3184533	0.061837457	0.5589721	0.999	1774	tags=28%, list=17%, signal=34%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	Details ...	77	0.37430587	1.2964734	0.07692308	0.5977104	1.0	1206	tags=17%, list=11%, signal=19%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	Details ...	24	0.46681803	1.2910093	0.15925926	0.5820957	1.0	3019	tags=50%, list=28%, signal=70%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	Details ...	15	0.5169262	1.253141	0.19298245	0.6830659	1.0	2127	tags=40%, list=20%, signal=50%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	81	0.36093572	1.2467924	0.10877193	0.67008144	1.0	2156	tags=30%, list=20%, signal=37%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	Details ...	102	0.34974822	1.2464554	0.111310594	0.6371219	1.0	1946	tags=25%, list=18%, signal=31%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		44	0.40092412	1.2359105	0.15412186	0.64520717	1.0	1209	tags=16%, list=11%, signal=18%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		54	0.38498333	1.226571	0.15761821	0.648626	1.0	1056	tags=20%, list=10%, signal=23%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		15	0.4888541	1.2075026	0.22519083	0.6865893	1.0	3361	tags=67%, list=32%, signal=97%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		50	0.37577164	1.2054588	0.1903052	0.6659631	1.0	1994	tags=26%, list=19%, signal=32%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		38	0.396028	1.1738387	0.2079395	0.74953336	1.0	2844	tags=37%, list=27%, signal=50%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		17	0.4477111	1.1486789	0.2911153	0.81595075	1.0	868	tags=18%, list=8%, signal=19%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		31	0.39016998	1.1378845	0.26443204	0.82708573	1.0	1772	tags=26%, list=17%, signal=31%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		24	0.420413	1.1338502	0.278481	0.8125422	1.0	1410	tags=29%, list=13%, signal=34%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		31	0.38848552	1.1224296	0.31376147	0.82600486	1.0	1120	tags=19%, list=11%, signal=22%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		33	0.37993082	1.10859	0.28625235	0.8480301	1.0	952	tags=18%, list=9%, signal=20%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		21	0.4070331	1.0982349	0.33333334	0.8584531	1.0	925	tags=14%, list=9%, signal=16%	
KEGG_GLIOMA	KEGG_GLIOMA		54	0.33837587	1.0909922	0.29268292	0.8572354	1.0	1994	tags=30%, list=19%, signal=36%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		71	0.3204028	1.081476	0.32332155	0.865175	1.0	1994	tags=23%, list=19%, signal=28%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		17	0.419416	1.0598341	0.3804143	0.91968924	1.0	1356	tags=24%, list=13%, signal=27%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		26	0.3796223	1.0530685	0.37236086	0.9176672	1.0	347	tags=12%, list=3%, signal=12%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		43	0.3468379	1.0522449	0.36842105	0.8951242	1.0	1940	tags=33%, list=18%, signal=40%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		78	0.30240557	1.0491323	0.35884354	0.8825772	1.0	873	tags=12%, list=8%, signal=12%	
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY		91	0.29017758	1.0294018	0.40239727	0.9300462	1.0	993	tags=13%, list=9%, signal=14%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		39	0.33891082	1.0263128	0.38062283	0.91643685	1.0	1349	tags=26%, list=13%, signal=29%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		111	0.27929562	1.0028893	0.43439716	0.9793508	1.0	1303	tags=14%, list=12%, signal=16%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		101	0.2804533	1.0021106	0.44425088	0.95801073	1.0	3277	tags=42%, list=31%, signal=60%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		47	0.31761178	0.9898725	0.4728261	0.9781125	1.0	1597	tags=21%, list=15%, signal=25%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		32	0.34172353	0.9897367	0.45886654	0.9558314	1.0	1029	tags=19%, list=10%, signal=21%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		48	0.31315756	0.9896077	0.46946564	0.93439496	1.0	2156	tags=29%, list=20%, signal=36%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		22	0.3722179	0.9864891	0.48320895	0.92268133	1.0	2787	tags=41%, list=26%, signal=55%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		61	0.29813752	0.97466475	0.46690518	0.93980134	1.0	642	tags=8%, list=6%, signal=9%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		57	0.2978936	0.9690563	0.51652175	0.93709224	1.0	2156	tags=25%, list=20%, signal=31%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		18	0.3693256	0.9618316	0.51282054	0.9415016	1.0	2676	tags=39%, list=25%, signal=52%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		23	0.35827446	0.9588696	0.51445085	0.9321344	1.0	1305	tags=22%, list=12%, signal=25%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		72	0.28252798	0.957647	0.5651438	0.9173451	1.0	940	tags=8%, list=9%, signal=9%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		16	0.37906915	0.9550153	0.51696604	0.90705884	1.0	1529	tags=31%, list=14%, signal=36%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY		69	0.28337148	0.9479038	0.55452865	0.91001004	1.0	848	tags=13%, list=8%, signal=14%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		126	0.26024657	0.94785255	0.5540309	0.8929432	1.0	1916	tags=22%, list=18%, signal=27%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		19	0.36848083	0.9458006	0.5285714	0.8826993	1.0	4163	tags=53%, list=39%, signal=87%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		57	0.28677398	0.9325945	0.57789856	0.90384966	1.0	940	tags=12%, list=9%, signal=13%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		44	0.2935758	0.92471355	0.5758123	0.91024625	1.0	3063	tags=32%, list=29%, signal=45%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		18	0.3575171	0.92324036	0.5510204	0.89876145	1.0	1206	tags=22%, list=11%, signal=25%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		60	0.28247944	0.92254496	0.6188811	0.88520426	1.0	782	tags=13%, list=7%, signal=14%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		25	0.32746035	0.898705	0.6149533	0.9344869	1.0	2129	tags=28%, list=20%, signal=35%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		113	0.24367982	0.8848072	0.7433775	0.9561445	1.0	2709	tags=27%, list=26%, signal=35%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		24	0.31766936	0.87217	0.6414763	0.97472656	1.0	953	tags=17%, list=9%, signal=18%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		146	0.23171987	0.87162924	0.7781513	0.9606297	1.0	1742	tags=16%, list=16%, signal=19%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		63	0.25570014	0.85159165	0.739823	0.99576855	1.0	2226	tags=27%, list=21%, signal=34%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		53	0.25715253	0.8268272	0.78984237	1.0	1.0	548	tags=8%, list=5%, signal=8%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		39	0.27123812	0.82558256	0.740942	1.0	1.0	1844	tags=23%, list=17%, signal=28%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		31	0.2890127	0.8193969	0.7538168	1.0	1.0	2	tags=3%, list=0%, signal=3%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		82	0.2287224	0.8013877	0.8502582	1.0	1.0	1758	tags=20%, list=17%, signal=23%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		45	0.2559169	0.80070406	0.81170017	1.0	1.0	2934	tags=36%, list=28%, signal=49%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		22	0.2897436	0.78548944	0.7839388	1.0	1.0	970	tags=14%, list=9%, signal=15%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		28	0.26921216	0.7721986	0.84335154	1.0	1.0	2377	tags=25%, list=22%, signal=32%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		70	0.22484857	0.7602328	0.8991453	1.0	1.0	3063	tags=30%, list=29%, signal=42%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		28	0.25958917	0.73226416	0.86389416	1.0	1.0	815	tags=11%, list=8%, signal=12%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		62	0.22428511	0.7286099	0.92054266	1.0	1.0	1206	tags=13%, list=11%, signal=14%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		22	0.2662955	0.7249898	0.8872727	1.0	1.0	47	tags=5%, list=0%, signal=5%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		145	0.19273037	0.72076124	0.985	1.0	1.0	1206	tags=10%, list=11%, signal=12%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		86	0.20521098	0.70768386	0.9640933	1.0	1.0	2081	tags=20%, list=20%, signal=24%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		50	0.22767417	0.70444685	0.93772244	1.0	1.0	2156	tags=20%, list=20%, signal=25%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		17	0.28518257	0.7007272	0.8624535	1.0	1.0	2503	tags=35%, list=24%, signal=46%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		182	0.18257625	0.6999329	0.9918567	1.0	1.0	2118	tags=19%, list=20%, signal=23%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		63	0.20905447	0.69855374	0.9400749	1.0	1.0	1994	tags=17%, list=19%, signal=21%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		37	0.23604526	0.693302	0.91969407	1.0	1.0	2678	tags=27%, list=25%, signal=36%	
KEGG_PROTEASOME	KEGG_PROTEASOME		37	0.20579511	0.6194505	0.9731183	1.0	1.0	3046	tags=24%, list=29%, signal=34%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		55	0.19312906	0.61476713	0.9861111	1.0	1.0	2400	tags=22%, list=23%, signal=28%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		23	0.22317794	0.6077478	0.96603775	1.0	1.0	8240	tags=100%, list=78%, signal=448%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		17	0.23240946	0.5886034	0.96893203	1.0	1.0	2538	tags=35%, list=24%, signal=46%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		47	0.1805586	0.57352185	0.9947735	0.99918073	1.0	1818	tags=13%, list=17%, signal=15%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		50	0.14764449	0.47055525	1.0	0.9982687	1.0	3347	tags=32%, list=32%, signal=47%	
