NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_36	PRKAG2	2423	0.5403664112091064	0.4600608	Yes	
row_37	GSK3B	2437	0.5362290740013123	0.4657767	Yes	
row_38	SOCS2	2447	0.5329712629318237	0.47183165	Yes	
row_39	SREBF1	2592	0.48165223002433777	0.4643528	Yes	
row_40	MAPK1	2605	0.4787607192993164	0.46941864	Yes	
row_41	PTPN1	2643	0.4633435904979706	0.4719015	Yes	
row_42	MAP2K2	2700	0.44572290778160095	0.4723448	Yes	
row_43	PCK1	2810	0.416638046503067	0.46735886	No	
row_44	IKBKB	2946	0.3832356035709381	0.4594614	No	
row_45	HK2	2959	0.37954357266426086	0.46324036	No	
row_46	ARAF	2998	0.36695533990859985	0.46437773	No	
row_47	SOCS3	3034	0.35761845111846924	0.46567997	No	
row_48	PKLR	3164	0.32952579855918884	0.45765778	No	
row_49	PHKB	3185	0.32499974966049194	0.45996675	No	
row_50	KRAS	3228	0.3144156038761139	0.46004137	No	
row_51	MKNK2	3437	0.2718563973903656	0.44374093	No	
row_52	AKT3	3443	0.2706514894962311	0.44677478	No	
row_53	FOXO1	3466	0.26521700620651245	0.4481177	No	
row_54	TSC2	3486	0.25873976945877075	0.44966257	No	
row_55	SOCS1	3675	0.22144177556037903	0.4346146	No	
row_56	PDE3A	3685	0.21976588666439056	0.43660718	No	
row_57	PIK3CG	3846	0.18757149577140808	0.42378888	No	
row_58	INPP5K	3916	0.17507974803447723	0.41948265	No	
row_59	FBP2	3962	0.16434964537620544	0.41732493	No	
row_60	ACACA	3995	0.15761896967887878	0.41631907	No	
row_61	PCK2	4014	0.15413923561573029	0.41660255	No	
row_62	INPP5D	4212	0.12458675354719162	0.39944047	No	
row_63	GYS2	4348	0.10673360526561737	0.38795668	No	
row_64	SHC1	4403	0.09795647859573364	0.38407993	No	
row_65	PHKG2	4422	0.09587786346673965	0.38360775	No	
row_66	CALM3	4475	0.09031261503696442	0.3798225	No	
row_67	PRKCI	4607	0.07191070169210434	0.3682683	No	
row_68	RPS6KB1	4819	0.045808352530002594	0.34875	No	
row_69	TSC1	4839	0.04369105398654938	0.3475056	No	
row_70	BAD	4927	0.03434139862656593	0.3396582	No	
row_71	CRKL	5065	0.01713285781443119	0.3268216	No	
row_72	RPS6	5121	0.009769150987267494	0.32170573	No	
row_73	GYS1	5169	0.003890407271683216	0.31727615	No	
row_74	AKT2	5227	-0.0033538327552378178	0.31188643	No	
row_75	PRKAR2A	5527	-0.037551138550043106	0.28387284	No	
row_76	IRS1	5579	-0.04259622097015381	0.27956402	No	
row_77	LIPE	5717	-0.05985372141003609	0.26728153	No	
row_78	PIK3CB	5970	-0.09502091258764267	0.24449341	No	
row_79	CALM2	5971	-0.09504292905330658	0.24572614	No	
row_80	PRKX	6094	-0.11344698816537857	0.23556858	No	
row_81	PRKCZ	6144	-0.12188573181629181	0.2324788	No	
row_82	PRKACA	6342	-0.15122057497501373	0.21566218	No	
row_83	PPP1CA	6359	-0.15334942936897278	0.21612607	No	
row_84	PDPK1	6426	-0.16509675979614258	0.21197632	No	
row_85	FBP1	6589	-0.19290514290332794	0.19903655	No	
row_86	MAP2K1	6620	-0.19824694097042084	0.19874829	No	
row_87	PIK3R5	6805	-0.22893992066383362	0.18417887	No	
row_88	PHKA2	6817	-0.23022916913032532	0.1861165	No	
row_89	EIF4E	6870	-0.2400880753993988	0.1842739	No	
row_90	RPS6KB2	6874	-0.24129222333431244	0.18711758	No	
row_91	EIF4EBP1	6942	-0.25139835476875305	0.18399188	No	
row_92	INSR	6965	-0.2554248869419098	0.18520778	No	
row_93	MTOR	7098	-0.28255191445350647	0.17629036	No	
row_94	PYGL	7222	-0.30515170097351074	0.16852395	No	
row_95	PRKACB	7376	-0.33911991119384766	0.15833852	No	
row_96	PIK3CD	7509	-0.36465901136398315	0.15048605	No	
row_97	RHEB	7554	-0.3746674060821533	0.15115155	No	
row_98	AKT1	7765	-0.4268326163291931	0.13667054	No	
row_99	PRKAG1	7961	-0.47068551182746887	0.12418814	No	
row_100	MAPK8	8017	-0.48412394523620605	0.1252248	No	
row_101	RAF1	8257	-0.5468173027038574	0.10953577	No	
row_102	ACACB	8270	-0.5501078963279724	0.11552702	No	
row_103	PYGB	8452	-0.6002210974693298	0.1060592	No	
row_104	SORBS1	8803	-0.7294304370880127	0.08215823	No	
row_105	CALM1	9030	-0.8193290829658508	0.07124293	No	
row_106	PTPRF	9433	-1.0162423849105835	0.046105377	No	
row_107	MAPK3	9582	-1.1140952110290527	0.046448234	No	
row_108	MKNK1	9758	-1.2559301853179932	0.046057105	No	
row_109	PRKAR1B	9835	-1.3132349252700806	0.055845898	No	
row_110	EIF4E2	9839	-1.316359043121338	0.07263355	No	
